,title,n_enrolled,course_type,institution,Level,subject,language,subtitles,course_effort,course_length,precio_certificado
666,Aprendizaje y Enseñanza en la Era Digital,16954,Self-paced on your time,Universidad Galileo,Intermediate,Education & Teacher Training,Español,Español,4–5 hours per week,4 Weeks,49
667,From Atoms to Stars: How Physics Explains Our World,15914,Self-paced on your time,National Research Nuclear University,Intermediate,Physics,Inglés,"Inglés, Русский",2–3 hours per week,4 Weeks,49
668,The Threat of Nuclear Terrorism,0,Self-paced on your time,Stanford University,Introductory,History,Inglés,Inglés,1–5 hours per week,5 Weeks,50
669,Introducción a Matemáticas para Finanzas y Negocios,0,Self-paced on your time,Tecnológico de Monterrey,Advanced,Economics & Finance,Español,Español,5–8 hours per week,5 Weeks,49
670,Ingeniería de aeropuertos: diseño del lado aire según OACI (ICAO),0,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Engineering,Español,Español,4–5 hours per week,7 Weeks,75
671,Liderazgo inclusivo,0,Self-paced on your time,Universidad Carlos III de Madrid,Intermediate,Business & Management,Español,Español,3–5 hours per week,5 Weeks,29
672,مساق اللّغة العربيّة,0,Self-paced on your time,United Arab Emirates University,Introductory,Language,Árabe,Árabe,3–4 hours per week,8 Weeks,49
673,"Architecture, Algorithms, and Protocols of a Quantum Computer and Quantum Internet",8330,Self-paced on your time,Delft University of Technology,Intermediate,Physics,Inglés,Inglés,6–8 hours per week,6 Weeks,79
674,Contemporary Issues in World Politics,11426,Self-paced on your time,Università degli Studi di Napoli Federico II,Introductory,Social Sciences,Inglés,Inglés,4–6 hours per week,7 Weeks,59
675,More Fun with Prime Numbers,10604,Self-paced on your time,Kyoto University,Intermediate,Math,Inglés,Inglés,1–2 hours per week,5 Weeks,49
676,Enterprise Selling,5020,Self-paced on your time,Queen’s University,Introductory,Business & Management,Inglés,Inglés,4–6 hours per week,6 Weeks,149
677,Climate Change: Financial Risks and Opportunities,9977,Self-paced on your time,Imperial College Business School-Imperial College London,Intermediate,Economics & Finance,Inglés,Inglés,2–10 hours per week,4 Weeks,79
678,Caer o No caer. El Secreto de las Estructuras.,20939,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Engineering,Español,Español,2–3 hours per week,8 Weeks,29
679,Mandarin Chinese Level 2,8784,Self-paced on your time,MandarinX,Introductory,Language,Inglés,Inglés,4–10 hours per week,6 Weeks,149
680,Design Thinking: Prototyping and User Testing,10769,Self-paced on your time,Rochester Institute of Technology,Intermediate,Business & Management,Inglés,Inglés,8–12 hours per week,6 Weeks,299
681,Bases Matemáticas: Derivadas,24301,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Math,Español,Español,3–4 hours per week,5 Weeks,50
682,Buscar en Internet,27320,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Computer Science,Español,Español,3–4 hours per week,7 Weeks,49
683,Big Data and Education,14909,Self-paced on your time,University of Pennsylvania,Advanced,Data Analysis & Statistics,Inglés,Inglés,6–12 hours per week,8 Weeks,169
684,Model-Based Automotive Systems Engineering,13857,Instructor-led on a course schedule,Chalmers University of Technology,Advanced,Engineering,Inglés,Inglés,10–20 hours per week,7 Weeks,249
685,Introduction to Hyperledger Blockchain Technologies,138884,Self-paced on your time,The Linux Foundation,Introductory,Business & Management,Inglés,Inglés,3–4 hours per week,14 Weeks,199
686,MathTrackX: Integral Calculus,0,Self-paced on your time,University of Adelaide,Introductory,Math,Inglés,Inglés,3–6 hours per week,4 Weeks,79
687,Solar Energy Engineering: Comprehensive Exams,0,Self-paced on your time,Delft University of Technology,Advanced,Engineering,Inglés,Inglés,4–6 hours per week,8 Weeks,250
688,Mercados de capital y participantes claves,7210,Self-paced on your time,NYIF,Introductory,Economics & Finance,Español,Español,1–2 hours per week,2 Weeks,49
689,Introducción al desarrollo de videojuegos con Unity,27474,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Computer Science,Español,Español,3–4 hours per week,6 Weeks,50
690,Incorporating Renewable Energy in Electricity Grids,10430,Self-paced on your time,Imperial College London,Intermediate,Energy & Earth Sciences,Inglés,Inglés,2–5 hours per week,6 Weeks,49
691,Herramientas de la Inteligencia de Negocios,24130,Self-paced on your time,Universidad Galileo,Introductory,Data Analysis & Statistics,Español,Español,5–6 hours per week,5 Weeks,49
692,Overview & Management of Parkinson’s Disease,0,Self-paced on your time,Salisbury University-University System of Maryland,Intermediate,Medicine,Inglés,Inglés,2–3 hours per week,5 Weeks,49
693,Conociendo los costos,0,Self-paced on your time,Universidades Anáhuac,Intermediate,Economics & Finance,Español,Español,5–7 hours per week,5 Weeks,49
694,Sprint Planning for Faster Agile Team Delivery,10654,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Advanced,Engineering,Inglés,Inglés,2–3 hours per week,4 Weeks,199
695,Introduction to Water and Climate,36320,Self-paced on your time,Delft University of Technology,Intermediate,Engineering,Inglés,Inglés,6–8 hours per week,10 Weeks,50
696,The Medieval Icelandic Sagas,11176,Self-paced on your time,The University of Iceland,Intermediate,Humanities,Inglés,Inglés,2–3 hours per week,6 Weeks,50
697,Visual Presentation,0,Self-paced on your time,Rochester Institute of Technology,Introductory,Communication,Inglés,Inglés,4–6 hours per week,3 Weeks,199
698,Community Engagement: Collaborating for Change,11818,Self-paced on your time,The University of Michigan,Introductory,Social Sciences,Inglés,Inglés,2–4 hours per week,6 Weeks,49
699,Introducción al Internet de las Cosas (IoT),6322,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Electronics,Español,Español,5–6 hours per week,6 Weeks,50
700,"Proteins: Alignment, Analysis and Structure",23560,Instructor-led on a course schedule,University System of Maryland-University of Maryland Global Campus,Advanced,Biology & Life Sciences,Inglés,Inglés,8–10 hours per week,8 Weeks,249
701,AI Applications with Watson,9173,Self-paced on your time,IBM,Intermediate,Computer Science,Inglés,Inglés,2–4 hours per week,3 Weeks,99
702,Data Analytics and Visualization in Health Care,7304,Self-paced on your time,Rochester Institute of Technology,Advanced,Data Analysis & Statistics,Inglés,Inglés,8–10 hours per week,8 Weeks,249
703,Question Everything: Scientific Thinking in Real Life,34279,Self-paced on your time,The University of Queensland,Introductory,Math,Inglés,Inglés,2–4 hours per week,8 Weeks,59
704,Introduction to Lifestyle Medicine,9002,Self-paced on your time,Doane University,Introductory,Biology & Life Sciences,Inglés,Inglés,5–10 hours per week,8 Weeks,79
705,"Social Work Practice with Individuals, Families, and Small Groups",16134,Self-paced on your time,The University of Michigan,Advanced,Social Sciences,Inglés,Inglés,8–10 hours per week,8 Weeks,199
706,Gateway to Medicine: An Introduction to the Field of Medicine|走近医学,6938,Self-paced on your time,Tsinghua University,Introductory,Medicine,Chino,"Inglés, Chino",1–3 hours per week,10 Weeks,49
707,Indian & Tibetan River of Buddhism,6738,Self-paced on your time,Columbia University,Intermediate,Humanities,Inglés,Inglés,2–4 hours per week,12 Weeks,49
708,Compostaje Orgánico en Casa,0,Instructor-led on a course schedule,Universidad Nacional de Córdoba,Introductory,Environmental Studies,Español,Español,4–5 hours per week,5 Weeks,29
709,Financial Analysis for Decision Making,39156,Self-paced on your time,Babson College,Introductory,Business & Management,Inglés,Inglés,4–6 hours per week,4 Weeks,199
710,Lifestyle Medicine Treatments of Chronic Disease – Part 1,5668,Self-paced on your time,Doane University,Intermediate,Medicine,Inglés,Inglés,10–15 hours per week,2 Weeks,179
711,Building Containerized Applications on AWS,6128,Self-paced on your time,Amazon Web Services,Intermediate,Computer Science,Inglés,Inglés,2–4 hours per week,5 Weeks,99
712,Effective Communication for Program and Project Stakeholders and Teams,0,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Introductory,Business & Management,Inglés,Inglés,3–5 hours per week,5 Weeks,199
713,Biobased Products for a Sustainable (Bio)economy,6951,Self-paced on your time,DelftXRWTHx-Delft University of Technology-RWTH Aachen University,Introductory,Biology & Life Sciences,Inglés,Inglés,5–6 hours per week,10 Weeks,50
714,Social Work Practice: Advocating Social Justice and Change,19603,Self-paced on your time,The University of Michigan,Introductory,Social Sciences,Inglés,Inglés,2–3 hours per week,5 Weeks,49
715,Anthropology of Current World Issues,44821,Instructor-led on a course schedule,The University of Queensland,Introductory,Humanities,Inglés,Inglés,2–4 hours per week,9 Weeks,99
716,Buyer Behaviour and Analysis,19717,Instructor-led on a course schedule,Curtin University,Advanced,Communication,Inglés,Inglés,8–10 hours per week,12 Weeks,199
717,Idea Development: Create and Implement Innovative Ideas,11501,Self-paced on your time,The University of Queensland,Intermediate,Business & Management,Inglés,Inglés,8–10 hours per week,10 Weeks,249
718,Analysis of Transport Phenomena I: Mathematical Methods,9169,Instructor-led on a course schedule,Massachusetts Institute of Technology,Advanced,Engineering,Inglés,Inglés,10–12 hours per week,17 Weeks,149
719,Leading the Organization,14998,Self-paced on your time,The University of Queensland,Intermediate,Business & Management,Inglés,Inglés,8–10 hours per week,10 Weeks,249
720,"Financial Programming and Policies, Part 2: Program Design",19330,Self-paced on your time,The International Monetary Fund,Intermediate,Economics & Finance,Inglés,Inglés,6–8 hours per week,7 Weeks,25
721,Introduction to Open Source Networking Technologies,17436,Self-paced on your time,The Linux Foundation,Introductory,Computer Science,Inglés,Inglés,3–4 hours per week,14 Weeks,169
722,Deep Learning Essentials,5018,Self-paced on your time,Université de Montréal,Intermediate,Computer Science,Inglés,Inglés,4–6 hours per week,5 Weeks,149
723,Estadística Aplicada a los Negocios,25295,Self-paced on your time,Universidad Galileo,Introductory,Data Analysis & Statistics,Español,Español,5–6 hours per week,5 Weeks,49
724,"English for Journalists, Part 2",22814,Self-paced on your time,"University of California, Berkeley",Intermediate,Communication,Inglés,Inglés,3–4 hours per week,5 Weeks,49
725,Teaching & Learning in the Diverse Classroom,7104,Instructor-led on a course schedule,Cornell University,Introductory,Education & Teacher Training,Inglés,Inglés,2–4 hours per week,5 Weeks,99
726,Fundamentals of Microeconomics | Fundamentos de Microeconomía,18456,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Social Sciences,Inglés,"Inglés, Español",2–3 hours per week,7 Weeks,129
727,Migrating to the AWS Cloud,0,Self-paced on your time,Amazon Web Services,Intermediate,Computer Science,Inglés,Inglés,2–4 hours per week,4 Weeks,49
728,IoT Networks and Protocols,22136,Self-paced on your time,Curtin University,Introductory,Computer Science,Inglés,Inglés,4–6 hours per week,5 Weeks,199
729,"American Prophet: The Inner Life and Global Vision of Martin Luther King, Jr.",0,Self-paced on your time,Stanford University,Introductory,History,Inglés,Inglés,2–4 hours per week,11 Weeks,50
730,China’s First Empires and the Rise of Buddhism,46053,Self-paced on your time,Harvard University,Introductory,History,Inglés,"Inglés, Chino",1–3 hours per week,15 Weeks,139
731,Apnea y Trastornos del Sueño,14902,Self-paced on your time,Pontificia Universidad Javeriana,Introductory,Health & Safety,Español,Español,9–10 hours per week,10 Weeks,49
732,Educación sobre el cambio climático,23253,Self-paced on your time,Inter-American Development Bank,Introductory,Education & Teacher Training,Español,Español,4–5 hours per week,10 Weeks,25
733,Quantum Mechanics: A First Course,0,Instructor-led on a course schedule,Massachusetts Institute of Technology,Advanced,Physics,Inglés,Inglés,10–15 hours per week,18 Weeks,149
734,Urban Sewage Treatment,40408,Self-paced on your time,Delft University of Technology,Intermediate,Engineering,Inglés,Inglés,6–8 hours per week,7 Weeks,50
735,Doing Gender and Why it Matters,6826,Self-paced on your time,University of Hong Kong,Introductory,Social Sciences,Inglés,Inglés,1–2 hours per week,6 Weeks,99
